gamma,lambda,tau_r,D_c,seed,copter_mode,rover_start_r,rover_start_c,copter_start_r,copter_start_c,max_k,complete,fail,k_final,which_phi,epochs,avg_expanded,avg_Phi,avg_G,avg_C_r,avg_C_c,avg_I,avg_u_r,avg_u_c,final_Phi,final_G,rover_path_length,copter_path_length,runtime_s
1,10,0.6,5,30,utility,5,1,7,2,300,False,True,24,,3,192.0,13.664420420428442,-7.414622029470887,0.23684951734259177,1.2761423749153966,22.718210477597257,-7.651471546813479,13.901269937771032,-20.868484358667178,-20.72326583694641,9.65685424949238,3.82842712474619,1.9088893750449643
1,10,0.6,10,1,utility,5,4,5,7,300,True,False,120,φ3 (C→D),15,220.0,12.317606057232894,-0.498477746803565,0.09895612140360903,0.643790283299492,12.901961838956659,-0.597433868207174,12.4165621786365,-0.13805515695000847,0.0,53.69848480983499,9.656854249492381,5.5813372079283
1,10,0.6,10,2,utility,8,1,8,4,300,True,False,32,φ1 (found A),4,200.5,12.175048006203184,-0.5476681289708784,0.23600188327036373,2.6786941605297163,26.497106415827727,-0.7836700122412421,12.41104988947355,7.030789648090618,0.0,10.0,6.242640687119286,3.7313574590953067
1,10,0.6,10,3,utility,8,4,1,1,300,True,False,72,φ1 (found A),9,202.66666666666666,14.081901121708832,-0.5730723061917931,0.29812734134477664,1.2952060277213757,18.60344069763944,-0.8711996475365696,14.380028463053609,-0.0018370508748582978,0.0,32.45584412271572,9.656854249492381,3.9463948330376297
1,10,0.6,10,4,utility,2,3,4,6,300,True,False,168,φ3 (C→D),21,168.42857142857142,4.828686678980903,-0.6047057984173412,0.14004473505864728,0.45985020235678,6.781292824016462,-0.7447505334759885,4.968731414039552,0.0,0.0,77.08326112068518,9.65685424949238,4.043944290955551
1,10,0.6,10,5,utility,8,8,1,4,300,True,False,104,φ3 (C→D),13,180.3846153846154,4.291012528641845,-0.4666210428844027,0.1729566630678143,0.8697796761050204,9.08559133042951,-0.639577705952217,4.463969191709659,-0.013302742477289506,0.0,44.21320343559643,9.071067811865476,3.8309066669316962
1,10,0.6,10,6,utility,7,4,8,2,300,True,False,24,φ1 (found A),3,198.0,23.854777958896793,-0.3776071833058528,0.2728303996517742,1.804737854124365,28.368396055398716,-0.650437582957627,24.127608358548567,9.94932177621109,0.0,7.414213562373095,5.414213562373095,2.718928624992259
1,10,0.6,10,7,utility,4,9,5,6,300,True,False,88,φ3 (C→D),11,163.8181818181818,8.223177161779018,-0.3799560852495166,0.10035184741342032,0.8402400624653896,11.403923812730566,-0.4803079326629369,8.32352900919244,-0.05055441099514756,0.0,40.04163056034261,9.242640687119286,4.667103499989025
1,10,0.6,10,8,utility,4,7,3,3,300,False,False,304,,38,139.52631578947367,2.645384454444319,-0.8050368224328611,0.11367295147074552,0.25412774340769423,4.0702477749499115,-0.9187097739036065,2.7590574059150628,-1.433006797090003,-1.1863869252466503,137.61017305526636,9.65685424949238,4.261374167050235
1,10,0.6,10,9,utility,9,6,9,0,300,True,False,24,φ3 (C→D),3,211.66666666666666,9.601382291013172,-0.5676331088970233,0.6767106227733622,3.690355937288492,31.832856930378984,-1.2443437316703856,10.278092913786537,18.3133038261412,0.0,11.313708498984763,9.65685424949238,2.6664200829109177
1,10,0.6,10,10,utility,1,1,2,2,300,False,True,136,,17,141.2941176470588,-0.2381859305923381,-1.8208468234159787,0.05213916856649795,0.699583660411304,5.753757777002121,-1.8729859919824767,-0.18604676202584028,-21.03075053669437,-20.72326583694641,61.76955262170044,9.65685424949238,7.539939291076735
1,10,0.6,10,11,utility,9,9,8,6,300,True,False,64,φ3 (C→D),8,178.375,9.786210976216326,-0.31701932254031107,0.08919901009391824,1.4348385830773844,16.360543426416264,-0.4062183326342293,9.875409986310242,0.0,0.0,27.384776310850242,9.242640687119286,5.2560486670117825
1,10,0.6,10,12,utility,9,8,5,7,300,True,False,40,φ3 (C→D),5,183.8,21.2654599195758,-0.46078577530178916,0.388907929649051,1.530056307974577,24.94381113618161,-0.8496937049508402,21.654367849224847,21.45463553298604,0.0,18.72792206135786,4.414213562373095,4.348656208021566
1,10,0.6,10,13,utility,8,1,5,9,300,True,False,120,φ3 (C→D),15,179.86666666666667,4.517436833861329,-0.6541866128118891,0.18841550770680673,0.8174937016637581,9.023317314011736,-0.8426021205186955,4.705852341568137,-0.11311100003435011,0.0,53.94112549695426,8.65685424949238,3.1180052080890164
1,10,0.6,10,14,utility,3,8,2,1,300,True,False,192,φ3 (C→D),24,186.125,5.033523592469318,-0.4281873076206946,0.10785484291900214,0.4857022603955159,6.951058897976115,-0.5360421505396967,5.141378435388319,-0.01795911994794058,0.0,87.56854249492373,9.65685424949238,4.544092540978454
1,10,0.6,10,15,utility,2,1,1,6,300,True,False,216,φ3 (C→D),27,163.22222222222223,3.604745941329804,-0.6923351839232021,0.10792490737881899,0.3883437546014285,5.525629052430741,-0.8002600913020211,3.7126708487086253,-0.0002957050684343509,0.0,98.39696961966995,9.071067811865476,5.178791375015862
1,10,0.6,10,16,utility,4,9,4,1,300,True,False,224,φ3 (C→D),28,169.10714285714286,2.826415279872026,-0.5891452564737625,0.16206173731588017,0.49387239731236393,5.677564164523538,-0.7512069937896425,2.9884770171879067,-0.029135924402662713,0.0,91.52691193458115,9.82842712474619,5.357945333002135
1,10,0.6,10,17,utility,8,2,1,1,300,True,False,40,φ1 (found A),5,213.6,15.566511710268509,-0.5431300898670532,0.4991593591690225,2.061427157873053,24.815381825356745,-1.0422894490360755,16.065671069437535,-0.01864116875053367,0.0,14.656854249492381,8.071067811865476,2.7263392079621553
1,10,0.6,10,18,utility,7,2,4,1,300,True,False,136,φ3 (C→D),17,155.52941176470588,3.5892153413289476,-0.6066759137523929,0.0710472135514083,0.5781427720438935,6.698910792714455,-0.6777231273038016,3.660262554880355,-0.021714523946642913,0.0,58.52691193458116,9.82842712474619,4.772474167053588
1,10,0.6,10,19,utility,4,0,9,3,300,True,False,64,φ3 (C→D),8,192.0,6.667783702321269,-0.4325324874425415,0.2610101870503184,1.2071067811865475,12.954929459119738,-0.6935426744928599,6.928793889371588,-0.017707823122669247,0.0,26.970562748477146,8.65685424949238,2.1702425410039723
1,10,0.6,10,20,utility,3,0,4,5,300,True,False,160,φ3 (C→D),20,174.75,5.495545502830341,-0.5740692457891282,0.13850058916085087,0.5035533905932738,7.4957661624753715,-0.7125698349499792,5.634046091991191,-0.07217382603281172,0.0,69.52691193458116,9.071067811865476,4.1939625419909135
1,10,0.6,10,21,utility,9,4,7,0,300,True,False,48,φ3 (C→D),6,196.5,10.803980287503798,-0.4780822703897336,0.35667154531299966,1.6094757082487299,18.488994123795887,-0.8347538157027333,11.160651832816797,-6.506359423003608e-05,0.0,16.82842712474619,9.65685424949238,4.48533649998717
1,10,0.6,10,22,utility,3,6,4,4,300,True,False,56,φ3 (C→D),7,266.14285714285717,31.25239783825588,-0.4726454251583018,0.11300997313811752,1.2612038749637413,29.63339465745981,-0.5856553982964192,31.365407811393993,11.166626014083782,0.0,20.242640687119287,8.82842712474619,6.088877958012745
1,10,0.6,10,23,utility,0,0,0,0,300,True,False,144,φ3 (C→D),18,146.5,4.671768446207433,-0.6933175703851951,0.14854822493533953,0.5364919027495767,7.252368846015822,-0.8418657953205347,4.8203166711427725,20.173671891167885,0.0,62.526911934581165,9.65685424949238,6.77863499999512
1,10,0.6,10,24,utility,4,6,6,8,300,True,False,104,φ3 (C→D),13,159.6153846153846,5.649113937803021,-0.33830329007228327,0.06270651998489832,0.774697523989652,9.198065991837815,-0.4010098100571816,5.711820457787919,-0.06077371553240128,0.0,42.55634918610404,9.071067811865476,4.8387761659687385
1,10,0.6,10,25,utility,0,6,4,8,300,True,False,128,φ3 (C→D),16,187.0,4.187509329391015,-0.708614354661275,0.31181067413052105,0.7651650429449554,8.573056525088244,-1.0204250287917962,4.499320003521536,-7.794096398681604e-09,0.0,53.21320343559643,9.242640687119286,5.558070083032362
1,10,0.6,10,26,utility,1,9,9,8,300,False,True,8,,1,231.0,-34.40807985396468,-20.72326583694641,0.6931471805599453,9.848191962583275,56.99350185958295,-21.416413017506354,-33.71493267340473,-34.40807985396468,-20.72326583694641,1.0,6.242640687119285,0.8943547909148037
1,10,0.6,10,27,utility,0,5,5,2,300,False,True,8,,1,288.0,10.042664560964113,-20.72326583694641,1.3862943611198906,6.242640687119286,63.052421086815514,-22.1095601980663,11.428958922084007,10.042664560964113,-20.72326583694641,2.414213562373095,5.242640687119286,0.8579884159844369
1,10,0.6,10,28,utility,7,4,4,0,300,True,False,136,φ3 (C→D),17,152.2941176470588,5.918159371964752,-0.7021830348264144,0.13804364922459478,0.5680502499701401,8.292592370478106,-0.8402266840510094,6.056203021189346,-0.00020898744862610233,0.0,61.35533905932735,9.65685424949238,4.788249042001553
1,10,0.6,10,29,utility,0,1,8,2,300,False,True,88,,11,200.72727272727272,7.058940001760897,-2.5352211818835197,0.33625775248396333,1.2056732295414883,14.65810082102884,-2.8714789343674827,7.395197754244861,-20.810100086594858,-20.72326583694641,37.38477631085024,9.65685424949238,3.7234439998865128
1,10,0.6,10,30,utility,5,1,7,2,300,True,False,48,φ1 (found A),6,209.5,19.961024448059693,-0.5057011953019663,0.0737382067039941,1.345177968644246,22.661495691005403,-0.5794394020059604,20.034762654763686,-0.0023611964674466585,0.0,21.142135623730955,8.071067811865476,4.415286500006914
1,10,0.6,15,1,utility,5,4,5,7,300,False,False,304,,38,168.26315789473685,5.293381121878242,-0.8596675241125921,0.1102922518341368,0.38119161511154137,6.716838032626922,-0.9699597759467288,5.403673373712378,-1.234300389657629,-0.9874403117261031,141.33809511662423,14.485281374238573,8.188344834023155
1,10,0.6,15,2,utility,8,1,8,4,300,True,False,184,φ3 (C→D),23,180.1304347826087,4.611935001149895,-0.5378008958317849,0.05388789553776543,0.8422448213744019,9.084048004175642,-0.5916887913695501,4.6658228966876605,-3.032122948952457e-05,0.0,81.49747468305827,14.899494936611667,8.531493375077844
1,10,0.6,15,3,utility,8,4,1,1,300,True,False,184,φ3 (C→D),23,173.95652173913044,5.894013544999912,-0.5219768876280778,0.1411506813911404,0.7167513640973292,9.149769836661616,-0.6631275690192183,6.035164226391054,-7.426962195864838e-05,0.0,82.0832611206852,14.485281374238573,6.702803958905861
1,10,0.6,15,4,utility,2,3,4,6,300,True,False,208,φ3 (C→D),26,150.26923076923077,4.321132719058263,-0.6127023350181726,0.09633852662151278,0.6181179927640568,7.474235672225676,-0.7090408616396855,4.417471245679776,0.0,0.0,93.32590180780444,14.65685424949238,8.05561637505889
1,10,0.6,15,5,utility,8,8,1,4,300,True,False,176,φ3 (C→D),22,168.54545454545453,2.09727349154948,-0.5011898092974265,0.11712230733234202,0.7600613341699255,6.877465966585669,-0.6183121166297686,2.214395798881822,-9.134412891640042e-05,0.0,77.42640687119281,14.485281374238571,4.219362208037637
1,10,0.6,15,6,utility,7,4,8,2,300,True,False,32,φ1 (found A),4,180.75,16.60058147085287,-0.4429049363700607,0.12016041522412885,1.5606601717798214,21.846832360163514,-0.5630653515941896,16.720741886077,-2.3623601776145158,0.0,14.485281374238571,6.242640687119285,3.4962711250409484
1,10,0.6,15,7,utility,4,9,5,6,300,True,False,104,φ3 (C→D),13,214.76923076923077,13.52384868264238,-0.46117667225284303,0.10353481494611125,1.1593129086050367,17.12112617059447,-0.5647114871989544,13.627383497588493,-0.04811274939441017,0.0,44.455844122715696,14.071067811865477,7.958328542066738
1,10,0.6,15,8,utility,4,7,3,3,300,True,False,112,φ3 (C→D),14,204.07142857142858,12.740618559291107,-0.5562826449808006,0.09716703215371088,1.0642496383294047,16.024376413146445,-0.6534496771345114,12.837785591444817,9.627788047643133,0.0,54.01219330881973,14.899494936611667,6.365883250022307
1,10,0.6,15,9,utility,9,6,9,0,300,True,False,24,φ3 (C→D),3,213.0,9.967458350567293,-0.5697969385480719,0.6651352978720096,3.690355937288492,32.07063330658153,-1.2349322364200817,10.632593648439306,19.418023493756714,0.0,11.313708498984763,9.65685424949238,2.629939000005834
1,10,0.6,15,10,utility,1,1,2,2,300,False,True,280,,35,148.02857142857144,2.122532574182057,-1.3809092302491353,0.03993028241637958,0.45427128390319044,5.390723283919651,-1.420839512665515,2.1624628565984363,-20.798744298122315,-20.72326583694641,121.98275605729683,14.485281374238571,9.914044374949299
1,10,0.6,15,11,utility,9,9,8,6,300,True,False,80,φ2 (B→C),10,183.7,3.6345021648025293,-0.4938447564415913,0.11933323862059955,2.0371630891611248,16.41287403431731,-0.6131779950621907,3.753835403423129,15.020052894642944,0.0,35.041630560342625,13.899494936611667,9.104396666982211
1,10,0.6,15,12,utility,9,8,5,7,300,True,False,224,φ3 (C→D),28,204.07142857142858,8.898731343677937,-0.602062753839517,0.09954528944649753,0.624239595164967,10.561823559075746,-0.7016080432860143,8.998276633124432,0.0,0.0,99.98275605729683,14.242640687119287,11.328181707998738
1,10,0.6,15,13,utility,8,1,5,9,300,True,False,200,φ1 (found A),25,165.72,6.476546267450196,-0.6687332022099636,0.10021221817569902,0.7402018484830262,9.765006781777414,-0.7689454203856626,6.576758485625897,-0.04868969080706506,0.0,93.29646455628158,14.899494936611667,7.4800737500190735
1,10,0.6,15,14,utility,3,8,2,1,300,False,False,304,,38,182.92105263157896,4.257192314233149,-0.7475552675761302,0.074645686388087,0.4338231940589098,6.278416805857642,-0.8222009539642173,4.331838000621235,-1.4230545841414717,-1.3917483718542951,133.88225099390849,14.485281374238571,8.629729290958494
1,10,0.6,15,15,utility,2,1,1,6,300,True,False,184,φ3 (C→D),23,213.04347826086956,5.017887169263853,-0.5963266886561149,0.10097308771835191,0.7018319836404762,8.489004521362054,-0.697299776374467,5.118860256982206,-0.0006661837115737044,0.0,86.05382386916233,14.727922061357859,8.009590041008778
1,10,0.6,15,16,utility,4,9,4,1,300,True,False,224,φ3 (C→D),28,189.60714285714286,3.641282836294549,-0.582510245365117,0.11117962516574532,0.6663162231961565,7.332089959191317,-0.6936898705308622,3.752462461460296,-0.10037695804227204,0.0,101.46803743153538,14.656854249492381,8.454985917080194
1,10,0.6,15,17,utility,8,2,1,1,300,True,False,48,φ1 (found A),6,247.66666666666666,10.054795457467492,-0.438852981181769,0.40993323823873634,2.7572006278108425,25.650391969997614,-0.848786219420505,10.464728695706228,-5.476706880699449,0.0,18.07106781186548,12.071067811865476,5.208577958052047
1,10,0.6,15,18,utility,7,2,4,1,300,True,False,208,φ3 (C→D),26,166.19230769230768,3.290954059970384,-0.5818583638737851,0.05633986000727934,0.5571262067014835,6.333609567244188,-0.6381982238810642,3.3472939199776643,-0.07835413902286457,0.0,90.0121933088197,14.485281374238573,6.126105875009671
1,10,0.6,15,19,utility,4,0,9,3,300,True,False,128,φ3 (C→D),16,154.75,1.8911695404039701,-0.48742039903068696,0.15432728330806822,0.8687184335382291,7.480067705416678,-0.6417476823387552,2.0454968237120377,-0.23403689675556483,0.0,54.4558441227157,12.899494936611667,4.047689666971564
1,10,0.6,15,20,utility,3,0,4,5,300,True,False,128,φ3 (C→D),16,220.375,9.109928004387331,-0.5359204908358144,0.15585639898471537,0.9937184335382292,13.159259486393433,-0.6917768898205298,9.265784403372043,-0.0009752220672676518,0.0,57.18376618407355,14.899494936611667,7.19288637500722
1,10,0.6,15,21,utility,9,4,7,0,300,True,False,56,φ3 (C→D),7,196.28571428571428,8.716334423820838,-0.501522562064264,0.3104347991034169,2.153009687409354,20.705592439388035,-0.811957361167681,9.026769222924253,-1.6262403519402753,0.0,22.485281374238575,14.071067811865476,6.076099792029709
1,10,0.6,15,22,utility,3,6,4,4,300,True,False,72,φ1 (found A),9,275.22222222222223,24.92832115758571,-0.5156533630062061,0.08318533623768634,1.5634519790961638,27.44111976519416,-0.5988386992438923,25.0115064938234,-0.966742856121952,0.0,28.727922061357862,14.071067811865477,7.800282959011383
1,10,0.6,15,23,utility,0,0,0,0,300,True,False,200,φ3 (C→D),25,124.96,3.0179907981243104,-0.618737436402714,0.08848314580763189,0.562842712474619,6.235759003387231,-0.7072205822103459,3.106473943931941,0.0,0.0,85.8406204335659,14.071067811865476,9.70923145802226
1,10,0.6,15,24,utility,4,6,6,8,300,True,False,224,φ3 (C→D),28,215.28571428571428,6.442685974997475,-0.5923353856409349,0.05581944709429309,0.5259972164770663,8.233875315002242,-0.648154832735228,6.49850542209177,-0.04990945006900726,0.0,102.22539674441612,14.727922061357859,8.631662291008979
1,10,0.6,15,25,utility,0,6,4,8,300,True,False,200,φ3 (C→D),25,161.56,0.7849024607199742,-0.6413412147704869,0.12666847888753,0.6662741699796952,5.477102569449962,-0.7680096936580166,0.9115709396075037,0.0,0.0,85.84062043356589,14.656854249492381,7.581204375019297
1,10,0.6,15,26,utility,1,9,9,8,300,False,True,8,,1,231.0,-34.40807985396468,-20.72326583694641,0.6931471805599453,9.848191962583275,56.99350185958295,-21.416413017506354,-33.71493267340473,-34.40807985396468,-20.72326583694641,1.0,6.242640687119285,0.8757236660458148
1,10,0.6,15,27,utility,0,5,5,2,300,True,False,200,φ3 (C→D),25,154.96,2.784754987048868,-0.6973812376117579,0.15585280496938034,0.642842712474619,6.7109441029174635,-0.8532340425811381,2.940607792018247,-3.774758283725539e-15,0.0,90.74011537017755,14.071067811865477,7.485522166942246
1,10,0.6,15,28,utility,7,4,4,0,300,True,False,56,φ3 (C→D),7,220.57142857142858,16.822906688560302,-0.6260347717647823,0.31047834034490535,1.724438258837925,23.335868259366162,-0.9365131121096876,17.13338502890521,4.910473748998388,0.0,22.485281374238575,12.071067811865476,5.9846620419994
1,10,0.6,15,29,utility,0,1,8,2,300,True,False,176,φ3 (C→D),22,185.54545454545453,4.343035918996659,-0.5645489106592868,0.11676527831330102,0.803482685787703,8.706117977230852,-0.6813141889725879,4.459801197309961,0.0,0.0,78.49747468305829,14.071067811865476,5.751147542032413
1,10,0.6,15,30,utility,5,1,7,2,300,True,False,40,φ1 (found A),5,216.4,23.069439607425732,-0.40963971074120853,0.10801410747381593,1.9313708498984758,28.600534616417015,-0.5176538182150244,23.177453714899546,-3.132440565667217,0.0,14.656854249492383,9.656854249492381,4.555524832918309
1,10,0.6,30,1,utility,5,4,5,7,300,True,False,136,φ3 (C→D),17,281.70588235294116,15.175171002583863,-0.6371725192072669,0.0653865870516709,1.6797852462414145,21.783721714171293,-0.7025591062589379,15.24055758963553,-0.00011104888563671575,0.0,56.87005768508879,28.55634918610405,12.938784874975681
1,10,0.6,30,2,utility,8,1,8,4,300,True,False,32,φ1 (found A),4,200.5,12.175048006203184,-0.5476681289708784,0.23600188327036373,2.6786941605297163,26.497106415827727,-0.7836700122412421,12.41104988947355,7.030789648090618,0.0,10.0,6.242640687119286,4.188207625062205
1,10,0.6,30,3,utility,8,4,1,1,300,True,False,96,φ3 (C→D),12,242.16666666666666,8.263517955585153,-0.4286733422518019,0.21523454751243068,2.0951779686442458,19.906137021194564,-0.6439078897642324,8.47875250309758,-25.518902758146126,0.0,42.62741699796952,23.142135623730955,10.365480041014962
1,10,0.6,30,4,utility,2,3,4,6,300,True,False,136,φ3 (C→D),17,243.47058823529412,11.530511354171566,-0.4816802681057549,0.15830900107006404,1.8255916382778306,20.2842780040838,-0.639989269175819,11.688820355241633,0.0,0.0,65.74011537017758,28.798989873223338,13.373833833960816
1,10,0.6,30,5,utility,8,8,1,4,300,True,False,144,φ3 (C→D),18,295.94444444444446,8.253702459397138,-0.47202034412846633,0.12016418605243956,1.7106898424224353,17.301856942534933,-0.5921845301809059,8.373866645449581,-9.055217985236836e-07,0.0,60.45584412271569,28.55634918610405,11.798567416961305
1,10,0.6,30,6,utility,7,4,8,2,300,True,False,32,φ1 (found A),4,188.75,17.82200360936477,-0.4520739834473111,0.12773754749923252,1.5606601717798214,22.67227790540635,-0.5798115309465436,17.949741156864004,2.212291684927063,0.0,12.485281374238571,6.242640687119285,4.003833208000287
1,10,0.6,30,7,utility,4,9,5,6,300,True,False,88,φ3 (C→D),11,237.72727272727272,16.27502739514601,-0.38123753875886346,0.0875891376905582,2.02851895445316,24.686029077418027,-0.4688266764494217,16.362616532836572,4.884834174547489,0.0,37.21320343559643,21.313708498984763,9.609259207965806
1,10,0.6,30,8,utility,4,7,3,3,300,True,False,192,φ3 (C→D),24,203.125,4.681637750126819,-0.5428644984789969,0.04643723457951731,1.37646074378013,12.690364613991088,-0.5893017330585141,4.728074984706335,0.0,0.0,88.63961030678921,29.798989873223338,13.195216124993749
1,10,0.6,30,9,utility,9,6,9,0,300,True,False,24,φ3 (C→D),3,211.66666666666666,9.601382291013172,-0.5676331088970233,0.6767106227733622,3.690355937288492,31.832856930378984,-1.2443437316703856,10.278092913786537,18.3133038261412,0.0,11.313708498984763,9.65685424949238,2.9991945000365376
1,10,0.6,30,10,utility,1,1,2,2,300,True,False,120,φ3 (C→D),15,191.86666666666667,6.096431767006636,-0.4015703811468881,0.03398982208707044,1.7471087150651288,16.002052747261256,-0.43556020323395844,6.130421589093709,-4.552988791543161,0.0,50.87005768508878,23.970562748477146,14.581044750055298
1,10,0.6,30,11,utility,9,9,8,6,300,True,False,80,φ2 (B→C),10,199.1,13.629453099809378,-0.41176502705805385,0.08477284747050914,1.7128990204491958,20.836654119219933,-0.496537874528563,13.714225947279886,24.15457902104771,0.0,37.28427124746191,11.656854249492381,8.874919041991234
1,10,0.6,30,12,utility,9,8,5,7,300,True,False,208,φ3 (C→D),26,207.8846153846154,5.664942119340214,-0.5547384070326217,0.08172941737362746,1.2453155231242592,12.503043449992703,-0.6364678244062492,5.74667153671384,0.0,0.0,92.08326112068517,29.142135623730958,16.161774500040337
1,10,0.6,30,13,utility,8,1,5,9,300,True,False,48,φ3 (C→D),6,269.1666666666667,22.25032214638598,-0.5515655807615562,0.35676215473797473,2.612769847888244,32.8575655738453,-0.9083277354995309,22.60708430112395,15.714421774193372,0.0,21.55634918610405,12.071067811865476,6.085782625013962
1,10,0.6,30,14,utility,3,8,2,1,300,True,False,120,φ3 (C→D),15,281.6666666666667,12.031282427327387,-0.41272473090299505,0.15643321199433333,1.9589850873900159,21.460194162749914,-0.5691579428973284,12.18771563932172,-0.03834632253010427,0.0,53.52691193458117,27.384776310850242,13.470298958010972
1,10,0.6,30,15,utility,2,1,1,6,300,True,False,128,φ3 (C→D),16,264.875,9.906525195356776,-0.5337850097698815,0.1362545589670632,1.7740485194281397,18.87803330558341,-0.6700395687369447,10.042779754323838,-0.0003785819921090194,0.0,59.597979746446654,26.970562748477146,12.296097999904305
1,10,0.6,30,16,utility,4,9,4,1,300,True,False,232,φ3 (C→D),29,219.51724137931035,1.82823806202493,-0.605449189221221,0.1140187789393082,1.223630392215123,9.856006634891127,-0.7194679681605292,1.942256840964236,-4.9674754655559575e-08,0.0,106.71067811865467,27.07106781186548,11.57603795803152
1,10,0.6,30,17,utility,8,2,1,1,300,True,False,40,φ1 (found A),5,238.4,12.58924143440025,-0.5316305755154812,0.5022813494587386,3.274326178322249,30.910943428397974,-1.03391192497422,13.091522783858991,-10.419737952271603,0.0,14.656854249492381,11.899494936611667,4.843753415974788
1,10,0.6,30,18,utility,7,2,4,1,300,True,False,144,φ3 (C→D),18,222.77777777777777,7.066792155367754,-0.5376239203503488,0.049714900620290096,1.6554994374012961,16.139416900234234,-0.5873388209706389,7.116507055988044,-2.7737690853890643e-06,0.0,65.42640687119281,29.798989873223338,12.912946167052723
1,10,0.6,30,19,utility,4,0,9,3,300,True,False,144,φ3 (C→D),18,234.94444444444446,8.983645403118263,-0.4574994544835257,0.1276053714334856,1.7015231665538624,17.7226545963826,-0.5851048259170113,9.11125077455175,0.0,0.0,68.15432893255067,29.62741699796953,12.839993916917592
1,10,0.6,30,20,utility,3,0,4,5,300,True,False,64,φ3 (C→D),8,275.375,14.45774209500995,-0.5104140772741118,0.2799058502200163,2.215990257669732,24.938643066134265,-0.7903199274941283,14.737647945229966,1.671353411505681,0.0,28.213203435596434,16.72792206135786,6.840973332989961
1,10,0.6,30,21,utility,9,4,7,0,300,True,False,48,φ3 (C→D),6,195.33333333333334,16.07681517260284,-0.47335054782571656,0.45250851829665956,1.845177968644246,23.63630261677845,-0.9258590661223761,16.529323690899503,27.323603948774263,0.0,19.313708498984766,11.071067811865476,6.06387554097455
1,10,0.6,30,22,utility,3,6,4,4,300,True,False,104,φ1 (found A),13,254.69230769230768,14.067985794942755,-0.4992482318508093,0.04686279371074374,2.0746586729597802,23.573789033401404,-0.5461110255615529,14.114848588653501,-4.056843373131816,0.0,47.941125496954264,26.970562748477146,12.494927583960816
1,10,0.6,30,23,utility,0,0,0,0,300,True,False,256,φ1 (found A),32,166.53125,2.0219488038412665,-0.6296842932239243,0.08157904337347889,1.05601303636262,8.862228336043245,-0.711263336597403,2.103527847214745,-0.07547846117590555,0.0,103.52691193458116,29.55634918610405,18.377997042029165
1,10,0.6,30,24,utility,4,6,6,8,300,True,False,248,φ2 (B→C),31,198.96774193548387,3.8431670352654477,-0.4593908027631773,0.05505203686606137,1.0603244414544777,9.97390285962631,-0.5144428396292386,3.8982190721315098,-0.13777519218316722,0.0,117.50966799187796,29.870057685088817,15.977081165998243
1,10,0.6,30,25,utility,0,6,4,8,300,True,False,152,φ3 (C→D),19,193.31578947368422,0.9579836455291356,-0.5071096587483762,0.16133187818259215,1.7044619110973809,12.447362862289276,-0.6684415369309684,1.119315523711727,0.0,0.0,62.0416305603426,29.970562748477146,15.98005029198248
1,10,0.6,30,26,utility,1,9,9,8,300,False,True,8,,1,231.0,-34.40807985396468,-20.72326583694641,0.6931471805599453,9.848191962583275,56.99350185958295,-21.416413017506354,-33.71493267340473,-34.40807985396468,-20.72326583694641,1.0,6.242640687119285,1.0557274579769
1,10,0.6,30,27,utility,0,5,5,2,300,False,True,8,,1,288.0,10.042664560964113,-20.72326583694641,1.3862943611198906,6.242640687119286,63.052421086815514,-22.1095601980663,11.428958922084007,10.042664560964113,-20.72326583694641,2.414213562373095,5.242640687119286,0.8994356249459088
1,10,0.6,30,28,utility,7,4,4,0,300,True,False,56,φ3 (C→D),7,221.42857142857142,16.70141528893677,-0.6205310364802765,0.3103777136059832,1.724438258837925,23.251137751601522,-0.93090875008626,17.011793002542756,4.922957112751501,0.0,22.485281374238575,12.071067811865476,6.295634625013918
1,10,0.6,30,29,utility,0,1,8,2,300,True,False,200,φ3 (C→D),25,226.6,2.2886999082919917,-0.590440217287238,0.11083299363438054,1.3993501950677893,11.322316713261003,-0.7012732109216183,2.3995329019263725,0.0,0.0,88.32590180780446,27.72792206135786,12.867959541967139
1,10,0.6,30,30,utility,5,1,7,2,300,True,False,80,φ3 (C→D),10,189.8,7.94565198290721,-0.5144583687935105,0.1293932130648479,1.7899494936611666,17.65933233425149,-0.6438515818583583,8.075045195972057,-15.904150572909789,0.0,37.2842712474619,17.899494936611667,10.277277291053906
1,10,0.6,inf,1,utility,5,4,5,7,300,True,False,208,φ3 (C→D),26,248.30769230769232,5.9414148498972805,-0.6221526405546,0.04626156678721775,1.7005078244460163,15.743271534466173,-0.6684142073418177,5.987676416684499,-8.05097632615822,0.0,87.35533905932735,41.21320343559642,22.43655987503007
1,10,0.6,inf,2,utility,8,1,8,4,300,True,False,32,φ1 (found A),4,200.5,12.175048006203184,-0.5476681289708784,0.23600188327036373,2.6786941605297163,26.497106415827727,-0.7836700122412421,12.41104988947355,7.030789648090618,0.0,10.0,6.242640687119286,4.310883125057444
1,10,0.6,inf,3,utility,8,4,1,1,300,True,False,96,φ3 (C→D),12,241.58333333333334,8.166654528974925,-0.4286733422518019,0.21523454760354552,2.0951779686442458,19.841561403515154,-0.6439078898553473,8.381889076578465,-26.681263877468858,0.0,42.62741699796952,23.142135623730955,12.26846812502481
